Entity,Code,Year,Oil - Proved reserves
Malaysia,MYS,2000,289922292.61398315
Malaysia,MYS,2001,361761443.6149597
Malaysia,MYS,2002,389128734.58862305
Malaysia,MYS,2003,413075118.25561523
Malaysia,MYS,2004,453270852.2796631
Malaysia,MYS,2005,449336807.25097656
Malaysia,MYS,2006,369116395.9503174
Malaysia,MYS,2007,466783457.2792053
Malaysia,MYS,2008,471829273.6053467
Malaysia,MYS,2009,495677608.58535767
Malaysia,MYS,2010,487220803.64227295
Malaysia,MYS,2011,509999611.1869812
Malaysia,MYS,2012,503043195.0569153
Malaysia,MYS,2013,518319993.49594116
Malaysia,MYS,2014,491039986.9918823
Malaysia,MYS,2015,411655184.65042114
Malaysia,MYS,2016,386775826.26342773
Malaysia,MYS,2017,372617530.8227539
Malaysia,MYS,2018,372617530.8227539
Malaysia,MYS,2019,372617530.8227539
Malaysia,MYS,2020,372617530.8227539
Mexico,MEX,1980,6441353466.796875
Mexico,MEX,1981,7215560208.129883
Mexico,MEX,1982,7501863674.926758
Mexico,MEX,1983,7501863674.926758
Mexico,MEX,1984,4061078143.310547
Mexico,MEX,1985,4006217967.9870605
Mexico,MEX,1986,3957482274.6276855
Mexico,MEX,1987,3885804164.123535
Mexico,MEX,1988,3804277867.8894043
Mexico,MEX,1989,3725929714.9658203
Mexico,MEX,1990,3669705508.4228516
Mexico,MEX,1991,3647458765.411377
Mexico,MEX,1992,3662667336.2731934
Mexico,MEX,1993,3628390165.710449
Mexico,MEX,1994,3551255930.328369
Mexico,MEX,1995,3469252236.175537
Mexico,MEX,1996,3402948039.2456055
Mexico,MEX,1997,5321782241.821289
Mexico,MEX,1998,5601129487.609863
Mexico,MEX,1999,3369097795.1049805
Mexico,MEX,2000,3359706714.630127
Mexico,MEX,2001,3227275751.4953613
Mexico,MEX,2002,3057957148.742676
Mexico,MEX,2003,2062853577.4230957
Mexico,MEX,2004,1925916212.0819092
Mexico,MEX,2005,1757129381.1798096
Mexico,MEX,2006,1611409194.946289
Mexico,MEX,2007,1506888579.1778564
Mexico,MEX,2008,1432369105.5297852
Mexico,MEX,2009,1419132825.4699707
Mexico,MEX,2010,1421233376.3122559
Mexico,MEX,2011,1385960434.3414307
Mexico,MEX,2012,1367409947.9675293
Mexico,MEX,2013,1373983079.9102783
Mexico,MEX,2014,1338369065.0939941
Mexico,MEX,2015,1324576297.7600098
Mexico,MEX,2016,1042192827.2247314
Mexico,MEX,2017,959848190.3076172
Mexico,MEX,2018,881712785.1486206
Mexico,MEX,2019,827386007.6904297
Mexico,MEX,2020,827386007.6904297
Middle East (BP),,1980,49432870190.42969
Middle East (BP),,1981,49822164648.4375
Middle East (BP),,1982,53046233898.92578
Middle East (BP),,1983,54139998059.08203
Middle East (BP),,1984,58755015966.796875
Middle East (BP),,1985,58888206604.00391
Middle East (BP),,1986,73264216308.59375
Middle East (BP),,1987,77281089746.09375
Middle East (BP),,1988,89073920385.74219
Middle East (BP),,1989,90164404418.94531
Middle East (BP),,1990,89971401416.01562
Middle East (BP),,1991,90135890625
Middle East (BP),,1992,90241345874.02344
Middle East (BP),,1993,90287575683.59375
Middle East (BP),,1994,90509883374.02344
Middle East (BP),,1995,90475250561.52344
Middle East (BP),,1996,91932958959.96094
Middle East (BP),,1997,93192344555.66406
Middle East (BP),,1998,93466976098.63281
Middle East (BP),,1999,93547722167.96875
Middle East (BP),,2000,95028324853.51562
Middle East (BP),,2001,95298236010.74219
Middle East (BP),,2002,101119578881.83594
Middle East (BP),,2003,101719217724.60938
Middle East (BP),,2004,102310006884.76562
Middle East (BP),,2005,103054487475.58594
Middle East (BP),,2006,103100217773.4375
Middle East (BP),,2007,102688944799.80469
Middle East (BP),,2008,102802700268.55469
Middle East (BP),,2009,102725026196.28906
Middle East (BP),,2010,104475165405.27344
Middle East (BP),,2011,108838583422.85156
Middle East (BP),,2012,109018832226.5625
Middle East (BP),,2013,109515288598.63281
Middle East (BP),,2014,109539057031.25
Middle East (BP),,2015,109518976660.15625
Middle East (BP),,2016,110175451611.32812
Middle East (BP),,2017,113803055566.40625
Middle East (BP),,2018,113739009838.86719
Middle East (BP),,2019,114031548876.95312
Middle East (BP),,2020,114022449438.47656
Nigeria,NGA,1980,2277880104.0649414
Nigeria,NGA,1981,2250600000
Nigeria,NGA,1982,2284700000
Nigeria,NGA,1983,2257419895.9350586
Nigeria,NGA,1984,2271059947.9675293
Nigeria,NGA,1985,2264240052.0324707
Nigeria,NGA,1986,2191402397.918701
Nigeria,NGA,1987,2179671937.561035
Nigeria,NGA,1988,2182400000
Nigeria,NGA,1989,2182400000
Nigeria,NGA,1990,2332440052.0324707
Nigeria,NGA,1991,2728000000
Nigeria,NGA,1992,2863172293.85376
Nigeria,NGA,1993,2863172293.85376
Nigeria,NGA,1994,2863172293.85376
Nigeria,NGA,1995,2840939079.284668
Nigeria,NGA,1996,2840939079.284668
Nigeria,NGA,1997,2840939079.284668
Nigeria,NGA,1998,3069000000
Nigeria,NGA,1999,3955600000
Nigeria,NGA,2000,3955600000
Nigeria,NGA,2001,4297418470.76416
Nigeria,NGA,2002,4685203466.796875
Nigeria,NGA,2003,4808782145.690918
Nigeria,NGA,2004,4893486325.073242
Nigeria,NGA,2005,4940408166.503906
Nigeria,NGA,2006,5074080104.064941
Nigeria,NGA,2007,5074080104.064941
Nigeria,NGA,2008,5074080104.064941
Nigeria,NGA,2009,5074080104.064941
Nigeria,NGA,2010,5074080104.064941
Nigeria,NGA,2011,4944091024.780273
Nigeria,NGA,2012,5065759591.674805
Nigeria,NGA,2013,5056484283.447266
Nigeria,NGA,2014,5107907453.918457
Nigeria,NGA,2015,5055256837.463379
Nigeria,NGA,2016,5108589079.284668
Nigeria,NGA,2017,5108589079.284668
Nigeria,NGA,2018,5042980816.650391
Nigeria,NGA,2019,5031795916.748047
Nigeria,NGA,2020,5031795916.748047
Non-OECD (BP),,1980,73803455859.375
Non-OECD (BP),,1981,74121769702.14844
Non-OECD (BP),,1982,78249001928.71094
Non-OECD (BP),,1983,79801809033.20312
Non-OECD (BP),,1984,84852172216.79688
Non-OECD (BP),,1985,88529136254.88281
Non-OECD (BP),,1986,102944087060.54688
Non-OECD (BP),,1987,107226917187.5
Non-OECD (BP),,1988,119185993652.34375
Non-OECD (BP),,1989,119554475122.07031
Non-OECD (BP),,1990,119864813427.73438
Non-OECD (BP),,1991,129915771777.34375
Non-OECD (BP),,1992,130294135253.90625
Non-OECD (BP),,1993,130469696972.65625
Non-OECD (BP),,1994,131259791308.59375
Non-OECD (BP),,1995,132291108178.71094
Non-OECD (BP),,1996,135171151220.70312
Non-OECD (BP),,1997,136939988818.35938
Non-OECD (BP),,1998,137932518603.51562
Non-OECD (BP),,1999,138911053735.35156
Non-OECD (BP),,2000,141616817138.67188
Non-OECD (BP),,2001,142668955322.26562
Non-OECD (BP),,2002,149942745068.35938
Non-OECD (BP),,2003,151536237402.34375
Non-OECD (BP),,2004,152774976513.67188
Non-OECD (BP),,2005,153839719042.96875
Non-OECD (BP),,2006,155845824707.03125
Non-OECD (BP),,2007,160762185546.875
Non-OECD (BP),,2008,171168096923.82812
Non-OECD (BP),,2009,176732807324.21875
Non-OECD (BP),,2010,190734220703.125
Non-OECD (BP),,2011,195254102441.40625
Non-OECD (BP),,2012,195915406005.85938
Non-OECD (BP),,2013,196599920214.84375
Non-OECD (BP),,2014,196528872998.04688
Non-OECD (BP),,2015,196023200634.76562
Non-OECD (BP),,2016,197186480175.78125
Non-OECD (BP),,2017,200709686181.64062
Non-OECD (BP),,2018,200834713964.84375
Non-OECD (BP),,2019,200962189355.46875
Non-OECD (BP),,2020,200835829541.01562
North America,,1980,16894007693.481445
North America,,1981,17751204144.28711
North America,,1982,17871648907.470703
North America,,1983,17959361083.984375
North America,,1984,14589980752.563477
North America,,1985,14633338369.750977
North America,,1986,14422158343.50586
North America,,1987,14435796054.077148
North America,,1988,14343190744.018555
North America,,1989,14134272048.950195
North America,,1990,13880720941.16211
North America,,1991,13596651748.657227
North America,,1992,13415920083.618164
North America,,1993,13233927151.489258
North America,,1994,14263679925.53711
North America,,1995,14243198904.418945
North America,,1996,14278700659.179688
North America,,1997,16270815832.519531
North America,,1998,16428385763.549805
North America,,1999,32332148937.98828
North America,,2000,32419217993.164062
North America,,2001,32242628112.79297
North America,,2002,32104142651.367188
North America,,2003,30829141070.55664
North America,,2004,30629463342.285156
North America,,2005,30608677410.88867
North America,,2006,30218117523.19336
North America,,2007,30190613159.179688
North America,,2008,29490133306.884766
North America,,2009,29632519122.314453
North America,,2010,30173509045.410156
North America,,2011,30699430364.990234
North America,,2012,31218870520.01953
North America,,2013,31717168841.552734
North America,,2014,32447733868.408203
North America,,2015,31380851763.916016
North America,,2016,31167957788.085938
North America,,2017,32794817504.882812
North America,,2018,33617103289.79492
North America,,2019,33324824414.0625
North America,,2020,33183318988.03711
North America (BP),,1980,16816008938.598633
North America (BP),,1981,17673257421.875
North America (BP),,1982,17785208404.541016
North America (BP),,1983,17885622747.802734
North America (BP),,1984,14512150582.885742
North America (BP),,1985,14549806481.933594
North America (BP),,1986,14345160693.359375
North America (BP),,1987,14334625158.691406
North America (BP),,1988,14243072985.839844
North America (BP),,1989,14033091787.719727
North America (BP),,1990,13781560580.444336
North America (BP),,1991,13501589465.332031
North America (BP),,1992,13323877764.892578
North America (BP),,1993,13132022598.266602
North America (BP),,1994,14159930300.90332
North America (BP),,1995,14124350497.436523
North America (BP),,1996,14148898376.464844
North America (BP),,1997,16141316378.78418
North America (BP),,1998,16292310446.166992
North America (BP),,1999,32181067456.054688
North America (BP),,2000,32262007086.18164
North America (BP),,2001,32059500872.802734
North America (BP),,2002,31848042993.164062
North America (BP),,2003,30604956048.583984
North America (BP),,2004,30416471545.410156
North America (BP),,2005,30396505645.751953
North America (BP),,2006,30092542358.398438
North America (BP),,2007,30054594036.865234
North America (BP),,2008,29359712878.41797
North America (BP),,2009,29502148645.01953
North America (BP),,2010,30043138568.115234
North America (BP),,2011,30568995367.43164
North America (BP),,2012,31088437603.759766
North America (BP),,2013,31586656835.9375
North America (BP),,2014,32317263488.76953
North America (BP),,2015,31264282379.15039
North America (BP),,2016,31117619494.628906
North America (BP),,2017,32744414691.16211
North America (BP),,2018,33566725451.660156
North America (BP),,2019,33274477795.410156
North America (BP),,2020,33132991101.07422
Norway,NOR,1980,539061209.487915
Norway,NOR,1981,539456493.6637878
Norway,NOR,1982,520582040.11917114
Norway,NOR,1983,666588307.3806763
Norway,NOR,1984,676804362.6785278
Norway,NOR,1985,805122874.4506836
Norway,NOR,1986,885693659.40094
Norway,NOR,1987,905161933.517456
Norway,NOR,1988,1112542418.6706543
Norway,NOR,1989,1148710969.543457
Norway,NOR,1990,1177210064.315796
Norway,NOR,1991,1201831829.4525146
Norway,NOR,1992,1328911122.894287
Norway,NOR,1993,1304811503.6010742
Norway,NOR,1994,1323685892.1051025
Norway,NOR,1995,1473718919.7540283
Norway,NOR,1996,1593454350.2807617
Norway,NOR,1997,1642368124.7711182
Norway,NOR,1998,1590836726.7608643
Norway,NOR,1999,1491937569.0460205
Norway,NOR,2000,1550355854.7973633
Norway,NOR,2001,1581826914.215088
Norway,NOR,2002,1425130088.043213
Norway,NOR,2003,1384333118.8201904
Norway,NOR,2004,1326072881.6986084
Norway,NOR,2005,1321455260.0860596
Norway,NOR,2006,1165639863.9678955
Norway,NOR,2007,1114164140.701294
Norway,NOR,2008,1021744846.7254639
Norway,NOR,2009,965398168.7545776
Norway,NOR,2010,928064545.8221436
Norway,NOR,2011,938887169.6472168
Norway,NOR,2012,1022263935.6613159
Norway,NOR,2013,961277587.3184204
Norway,NOR,2014,891950173.7594604
Norway,NOR,2015,1091887609.1003418
Norway,NOR,2016,1036806360.8169556
Norway,NOR,2017,1080014774.8947144
Norway,NOR,2018,1179111851.119995
Norway,NOR,2019,1162535736.8469238
Norway,NOR,2020,1077792533.1115723
OECD (BP),,1980,19306046759.033203
OECD (BP),,1981,20149932263.183594
OECD (BP),,1982,20264141455.078125
OECD (BP),,1983,20334774493.408203
OECD (BP),,1984,16951564971.923828
OECD (BP),,1985,17079358801.269531
OECD (BP),,1986,17031460830.688477
OECD (BP),,1987,17047920782.470703
OECD (BP),,1988,17144558609.00879
OECD (BP),,1989,16869349505.615234
OECD (BP),,1990,16658742877.197266
OECD (BP),,1991,16420984664.916992
OECD (BP),,1992,16589165057.373047
OECD (BP),,1993,16343808023.07129
OECD (BP),,1994,17437773028.564453
OECD (BP),,1995,17572181225.585938
OECD (BP),,1996,17767898242.1875
OECD (BP),,1997,19808578442.382812
OECD (BP),,1998,19967843591.308594
OECD (BP),,1999,35716936083.984375
OECD (BP),,2000,35829230480.95703
OECD (BP),,2001,35633646667.48047
OECD (BP),,2002,35162523864.74609
OECD (BP),,2003,33737506427.001953
OECD (BP),,2004,33447710540.771484
OECD (BP),,2005,33368456762.695312
OECD (BP),,2006,32831623193.359375
OECD (BP),,2007,32697425207.51953
OECD (BP),,2008,31917217041.015625
OECD (BP),,2009,31998581256.103516
OECD (BP),,2010,32537119409.179688
OECD (BP),,2011,33114923345.947266
OECD (BP),,2012,33723103839.11133
OECD (BP),,2013,34174529229.73633
OECD (BP),,2014,34592395758.05664
OECD (BP),,2015,33661166467.285156
OECD (BP),,2016,33367898974.609375
OECD (BP),,2017,35012874316.40625
OECD (BP),,2018,35975329333.49609
OECD (BP),,2019,35665977563.47656
OECD (BP),,2020,35458913305.66406
Oceania,,1980,289551431.17904663
Oceania,,1981,357156342.3156738
Oceania,,1982,399795456.12335205
Oceania,,1983,339740358.9248657
Oceania,,1984,349177585.6971741
Oceania,,1985,335450704.4792175
Oceania,,1986,392074097.6333618
Oceania,,1987,396363752.07901
Oceania,,1988,434970609.56954956
Oceania,,1989,422959596.63391113
Oceania,,1990,430680955.12390137
Oceania,,1991,440118181.8962097
Oceania,,1992,439260264.01519775
Oceania,,1993,444407836.3418579
Oceania,,1994,520763633.44192505
Oceania,,1995,518189847.278595
Oceania,,1996,520763633.44192505
Oceania,,1997,550791149.520874
Oceania,,1998,651169005.0125122
Oceania,,1999,646879383.0871582
Oceania,,2000,674333145.5230713
Oceania,,2001,676048981.2850952
Oceania,,2002,623715242.5765991
Oceania,,2003,511423349.66659546
Oceania,,2004,530495136.35635376
Oceania,,2005,507181727.6954651
Oceania,,2006,479380485.9161377
Oceania,,2007,467710090.5418396
Oceania,,2008,578226960.7543945
Oceania,,2009,553974951.3626099
Oceania,,2010,522559274.0058899
Oceania,,2011,528269642.5437927
Oceania,,2012,534956367.8741455
Oceania,,2013,539802802.2766113
Oceania,,2014,326042648.4107971
Oceania,,2015,326042648.4107971
Oceania,,2016,326042648.4107971
Oceania,,2017,326042648.4107971
Oceania,,2018,326042648.4107971
Oceania,,2019,326042648.4107971
Oceania,,2020,326042648.4107971
Oman,OMN,1980,338817595.57724
Oman,OMN,1981,401288788.03253174
Oman,OMN,1982,463760013.0081177
Oman,OMN,1983,477400000
Oman,OMN,1984,531960013.0081177
Oman,OMN,1985,554738788.0325317
Oman,OMN,1986,550646824.4552612
Oman,OMN,1987,559949254.6081543
Oman,OMN,1988,564968827.0568848
Oman,OMN,1989,585278791.4276123
Oman,OMN,1990,593749222.3739624
Oman,OMN,1991,593339986.9918823
Oman,OMN,1992,646535968.7805176
Oman,OMN,1993,682000000
Oman,OMN,1994,695639986.9918823
Oman,OMN,1995,709279973.9837646
Oman,OMN,1996,722920026.0162354
Oman,OMN,1997,736423622.8942871
Oman,OMN,1998,736560013.0081177
Oman,OMN,1999,783481594.2764282
Oman,OMN,2000,797667206.7642212
Oman,OMN,2001,804760013.0081177
Oman,OMN,2002,778298379.7073364
Oman,OMN,2003,760020803.642273
Oman,OMN,2004,760020803.642273
Oman,OMN,2005,760020803.642273
Oman,OMN,2006,760020803.642273
Oman,OMN,2007,760020803.642273
Oman,OMN,2008,760020803.642273
Oman,OMN,2009,750200000
Oman,OMN,2010,750200000
Oman,OMN,2011,750200000
Oman,OMN,2012,750200000
Oman,OMN,2013,678494507.4081421
Oman,OMN,2014,702596403.1219482
Oman,OMN,2015,723738431.7398071
Oman,OMN,2016,732877219.7723389
Oman,OMN,2017,732877219.7723389
Oman,OMN,2018,732877219.7723389
Oman,OMN,2019,732877219.7723389
Oman,OMN,2020,732877219.7723389
Other Africa (BP),,1980,76126203.8230896
Other Africa (BP),,1981,78503518.6290741
Other Africa (BP),,1982,88693419.48032379
Other Africa (BP),,1983,96854094.62451935
Other Africa (BP),,1984,134019823.40812683
Other Africa (BP),,1985,137270682.09648132
Other Africa (BP),,1986,133911612.12921143
Other Africa (BP),,1987,130204713.22536469
Other Africa (BP),,1988,130432956.91013336
Other Africa (BP),,1989,123841198.96888733
Other Africa (BP),,1990,121220046.99707031
Other Africa (BP),,1991,110740748.04782867
Other Africa (BP),,1992,103415844.46430206
Other Africa (BP),,1993,86542120.718956
Other Africa (BP),,1994,79336517.83466339
Other Africa (BP),,1995,90737100.45814514
Other Africa (BP),,1996,91488660.7170105
Other Africa (BP),,1997,94591487.0262146
Other Africa (BP),,1998,95409892.74978638
Other Africa (BP),,1999,95265031.09931946
Other Africa (BP),,2000,92522846.72260284
Other Africa (BP),,2001,83836619.23408508
Other Africa (BP),,2002,77671340.56091309
Other Africa (BP),,2003,75625342.51213074
Other Africa (BP),,2004,76812024.30725098
Other Africa (BP),,2005,74473994.01664734
Other Africa (BP),,2006,89277345.75271606
Other Africa (BP),,2007,89897694.75460052
Other Africa (BP),,2008,89790759.89723206
Other Africa (BP),,2009,84771236.22894287
Other Africa (BP),,2010,309099054.813385
Other Africa (BP),,2011,296809407.99713135
Other Africa (BP),,2012,501012465.2862549
Other Africa (BP),,2013,501053408.3366394
Other Africa (BP),,2014,511452065.08636475
Other Africa (BP),,2015,545460227.7755737
Other Africa (BP),,2016,538994412.8036499
Other Africa (BP),,2017,530046453.8574219
Other Africa (BP),,2018,519325293.3502197
Other Africa (BP),,2019,509983773.80371094
Other Africa (BP),,2020,521450397.0146179
Other Asia Pacific (BP),,1980,135460204.14829254
Other Asia Pacific (BP),,1981,148411386.9190216
Other Asia Pacific (BP),,1982,147805761.48033142
Other Asia Pacific (BP),,1983,151375627.99453735
Other Asia Pacific (BP),,1984,150075190.2103424
Other Asia Pacific (BP),,1985,159587994.14634705
Other Asia Pacific (BP),,1986,92588318.20487976
Other Asia Pacific (BP),,1987,91456197.33333588
Other Asia Pacific (BP),,1988,133085482.83576965
Other Asia Pacific (BP),,1989,128966202.21138
Other Asia Pacific (BP),,1990,137109283.87641907
Other Asia Pacific (BP),,1991,124569759.2496872
Other Asia Pacific (BP),,1992,118228789.68715668
Other Asia Pacific (BP),,1993,148604118.4425354
Other Asia Pacific (BP),,1994,147691598.98757935
Other Asia Pacific (BP),,1995,146331827.92663574
Other Asia Pacific (BP),,1996,181604184.53216553
Other Asia Pacific (BP),,1997,163264657.30667114
Other Asia Pacific (BP),,1998,182756638.71765137
Other Asia Pacific (BP),,1999,193293392.89665222
Other Asia Pacific (BP),,2000,178358268.92852783
Other Asia Pacific (BP),,2001,170090748.35777283
Other Asia Pacific (BP),,2002,151942781.92520142
Other Asia Pacific (BP),,2003,194893765.3541565
Other Asia Pacific (BP),,2004,197956559.18121338
Other Asia Pacific (BP),,2005,193076010.99014282
Other Asia Pacific (BP),,2006,189703900.38490295
Other Asia Pacific (BP),,2007,172961461.0671997
Other Asia Pacific (BP),,2008,171790958.11843872
Other Asia Pacific (BP),,2009,153163853.931427
Other Asia Pacific (BP),,2010,151055156.7554474
Other Asia Pacific (BP),,2011,149456930.63735962
Other Asia Pacific (BP),,2012,146577404.9282074
Other Asia Pacific (BP),,2013,176764416.79000854
Other Asia Pacific (BP),,2014,168336636.20948792
Other Asia Pacific (BP),,2015,171221755.40924072
Other Asia Pacific (BP),,2016,161687032.7949524
Other Asia Pacific (BP),,2017,160086790.41862488
Other Asia Pacific (BP),,2018,159655294.89517212
Other Asia Pacific (BP),,2019,186417269.37294006
Other Asia Pacific (BP),,2020,182473094.27261353
Other CIS (BP),,1991,34045439.076423645
Other CIS (BP),,1992,34045439.076423645
Other CIS (BP),,1993,34045439.076423645
Other CIS (BP),,1994,34045439.076423645
Other CIS (BP),,1995,34045439.076423645
Other CIS (BP),,1996,34045439.076423645
Other CIS (BP),,1997,34100000
Other CIS (BP),,1998,34100000
Other CIS (BP),,1999,34100000
Other CIS (BP),,2000,34100000
Other CIS (BP),,2001,34100000
Other CIS (BP),,2002,34100000
Other CIS (BP),,2003,34100000
Other CIS (BP),,2004,34100000
Other CIS (BP),,2005,34100000
Other CIS (BP),,2006,34100000
Other CIS (BP),,2007,34100000
Other CIS (BP),,2008,34100000
Other CIS (BP),,2009,34100000
Other CIS (BP),,2010,34100000
Other CIS (BP),,2011,34100000
Other CIS (BP),,2012,34100000
Other CIS (BP),,2013,34100000
Other CIS (BP),,2014,34100000
Other CIS (BP),,2015,34100000
Other CIS (BP),,2016,34100000
Other CIS (BP),,2017,34100000
Other CIS (BP),,2018,34100000
Other CIS (BP),,2019,34100000
Other CIS (BP),,2020,34100000
Other Caribbean (BP),,1980,114166.80391412228
Other Caribbean (BP),,1981,61379.99894563109
Other Caribbean (BP),,1982,99572.00393546373
Other Caribbean (BP),,1983,81840.00388719141
Other Caribbean (BP),,1984,81840.00388719141
Other Caribbean (BP),,1985,54559.99862169847
Other Caribbean (BP),,1986,68200.00323932618
Other Caribbean (BP),,1987,16670808.28845501
Other Caribbean (BP),,1988,16504399.910569191
Other Caribbean (BP),,1989,16803116.089105606
Other Caribbean (BP),,1990,17020401.45099163
Other Caribbean (BP),,1991,16959567.15941429
Other Caribbean (BP),,1992,18249228.531122208
Other Caribbean (BP),,1993,25506937.05677986
Other Caribbean (BP),,1994,27365114.146471024
Other Caribbean (BP),,1995,29287943.613529205
Other Caribbean (BP),,1996,31226187.700033188
Other Caribbean (BP),,1997,33174252.915382385
Other Caribbean (BP),,1998,35130230.724811554
Other Caribbean (BP),,1999,39099877.34556198
Other Caribbean (BP),,2000,41125692.486763
Other Caribbean (BP),,2001,52174092.519283295
Other Caribbean (BP),,2002,102640999.67479706
Other Caribbean (BP),,2003,102642227.31590271
Other Caribbean (BP),,2004,102642227.31590271
Other Caribbean (BP),,2005,102640999.67479706
Other Caribbean (BP),,2006,17302613.5802269
Other Caribbean (BP),,2007,17213680.738210678
Other Caribbean (BP),,2008,17209587.24617958
Other Caribbean (BP),,2009,17157619.816064835
Other Caribbean (BP),,2010,17157619.816064835
Other Caribbean (BP),,2011,17221727.47850418
Other Caribbean (BP),,2012,17221727.47850418
Other Caribbean (BP),,2013,17300975.370407104
Other Caribbean (BP),,2014,17258146.142959595
Other Caribbean (BP),,2015,17229365.68260193
Other Caribbean (BP),,2016,17197585.225105286
Other Caribbean (BP),,2017,17259237.60533333
Other Caribbean (BP),,2018,17234959.173202515
Other Caribbean (BP),,2019,17203176.683187485
Other Caribbean (BP),,2020,17183398.246765137
Other Eastern Africa (BP),,1980,0
Other Eastern Africa (BP),,1981,0
Other Eastern Africa (BP),,1982,0
Other Eastern Africa (BP),,1983,0
Other Eastern Africa (BP),,1984,0
Other Eastern Africa (BP),,1985,0
Other Eastern Africa (BP),,1986,0
Other Eastern Africa (BP),,1987,0
Other Eastern Africa (BP),,1988,0
Other Eastern Africa (BP),,1989,0
Other Eastern Africa (BP),,1990,0
Other Eastern Africa (BP),,1991,0
Other Eastern Africa (BP),,1992,0
Other Eastern Africa (BP),,1993,0
Other Eastern Africa (BP),,1994,0
Other Eastern Africa (BP),,1995,58379.19991463423
Other Eastern Africa (BP),,1996,58379.19991463423
Other Eastern Africa (BP),,1997,58379.19991463423
Other Eastern Africa (BP),,1998,58379.19991463423
Other Eastern Africa (BP),,1999,58379.19991463423
Other Eastern Africa (BP),,2000,58379.19991463423
Other Eastern Africa (BP),,2001,58379.19991463423
Other Eastern Africa (BP),,2002,58379.19991463423
Other Eastern Africa (BP),,2003,58379.19991463423
Other Eastern Africa (BP),,2004,58379.19991463423
Other Eastern Africa (BP),,2005,481219.2120589316
Other Eastern Africa (BP),,2006,481219.2120589316
Other Eastern Africa (BP),,2007,426659.20946747065
Other Eastern Africa (BP),,2008,331179.21287193894
Other Eastern Africa (BP),,2009,372099.2068760097
Other Eastern Africa (BP),,2010,136731186.6760254
Other Eastern Africa (BP),,2011,136690259.88578796
Other Eastern Africa (BP),,2012,341290243.62564087
Other Eastern Africa (BP),,2013,341290243.62564087
Other Eastern Africa (BP),,2014,341249333.09555054
Other Eastern Africa (BP),,2015,341208422.5654602
Other Eastern Africa (BP),,2016,341358471.20285034
Other Eastern Africa (BP),,2017,341331186.6760254
Other Eastern Africa (BP),,2018,341385723.2093811
Other Eastern Africa (BP),,2019,341317528.1524658
Other Eastern Africa (BP),,2020,341194764.04190063
Other Europe (BP),,1980,309664777.85110474
Other Europe (BP),,1981,297857211.8759155
Other Europe (BP),,1982,320288149.8336792
Other Europe (BP),,1983,307106959.1522217
Other Europe (BP),,1984,300478119.9455261
Other Europe (BP),,1985,306837691.116333
Other Europe (BP),,1986,311369394.1116333
Other Europe (BP),,1987,295041930.0079346
Other Europe (BP),,1988,305567025.6614685
Other Europe (BP),,1989,278370173.5496521
Other Europe (BP),,1990,271646797.8477478
Other Europe (BP),,1991,324368958.9500427
Other Europe (BP),,1992,300394412.7082825
Other Europe (BP),,1993,291465868.37768555
Other Europe (BP),,1994,276098500.91934204
Other Europe (BP),,1995,270140652.9426575
Other Europe (BP),,1996,286977710.05630493
Other Europe (BP),,1997,265633811.712265
Other Europe (BP),,1998,258677672.0046997
Other Europe (BP),,1999,278374466.2284851
Other Europe (BP),,2000,282510299.6826172
Other Europe (BP),,2001,269333791.92352295
Other Europe (BP),,2002,269416133.30841064
Other Europe (BP),,2003,284747370.71990967
Other Europe (BP),,2004,271338212.7761841
Other Europe (BP),,2005,265276153.5167694
Other Europe (BP),,2006,260497832.8704834
Other Europe (BP),,2007,257300291.2044525
Other Europe (BP),,2008,254739757.06100464
Other Europe (BP),,2009,278292385.0059509
Other Europe (BP),,2010,264534869.67086792
Other Europe (BP),,2011,263245505.04684448
Other Europe (BP),,2012,240802648.40126038
Other Europe (BP),,2013,238343349.93362427
Other Europe (BP),,2014,231290933.89511108
Other Europe (BP),,2015,227294710.06393433
Other Europe (BP),,2016,225529703.61709595
Other Europe (BP),,2017,215337030.4107666
Other Europe (BP),,2018,213582284.116745
Other Europe (BP),,2019,217316085.43395996
Other Europe (BP),,2020,217623060.7509613
Other Middle Africa (BP),,1980,52546055.579185486
Other Middle Africa (BP),,1981,51308089.28012848
Other Middle Africa (BP),,1982,56954502.59447098
Other Middle Africa (BP),,1983,52248563.99297714
Other Middle Africa (BP),,1984,89478402.47154236
Other Middle Africa (BP),,1985,91524400.5203247
Other Middle Africa (BP),,1986,89470215.48748016
Other Middle Africa (BP),,1987,87416030.45463562
Other Middle Africa (BP),,1988,88771850.2998352
Other Middle Africa (BP),,1989,86035665.91739655
Other Middle Africa (BP),,1990,84663480.23414612
Other Middle Africa (BP),,1991,86204803.96747589
Other Middle Africa (BP),,1992,80066801.6910553
Other Middle Africa (BP),,1993,71200802.01625824
Other Middle Africa (BP),,1994,63016801.6910553
Other Middle Africa (BP),,1995,67108801.85365677
Other Middle Africa (BP),,1996,67790801.20325089
Other Middle Africa (BP),,1997,73246800.06504059
Other Middle Africa (BP),,1998,74065197.65853882
Other Middle Africa (BP),,1999,73928799.4146347
Other Middle Africa (BP),,2000,71200802.01625824
Other Middle Africa (BP),,2001,64380800.39024353
Other Middle Africa (BP),,2002,58242798.11382294
Other Middle Africa (BP),,2003,56196800.06504059
Other Middle Africa (BP),,2004,57383481.86016083
